duration,mean_amplitude,std_amplitude,max_amplitude,min_amplitude,rms_energy,peak_amplitude,zcr_mean,zcr_std,zcr_median,zcr_max,zcr_min,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_median,spectral_centroid_max,spectral_centroid_min,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_median,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_median,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_median,mfcc_1_mean,mfcc_1_std,mfcc_1_median,mfcc_1_max,mfcc_1_min,mfcc_2_mean,mfcc_2_std,mfcc_2_median,mfcc_2_max,mfcc_2_min,mfcc_3_mean,mfcc_3_std,mfcc_3_median,mfcc_3_max,mfcc_3_min,mfcc_4_mean,mfcc_4_std,mfcc_4_median,mfcc_4_max,mfcc_4_min,mfcc_5_mean,mfcc_5_std,mfcc_5_median,mfcc_5_max,mfcc_5_min,mfcc_6_mean,mfcc_6_std,mfcc_6_median,mfcc_6_max,mfcc_6_min,mfcc_7_mean,mfcc_7_std,mfcc_7_median,mfcc_7_max,mfcc_7_min,mfcc_8_mean,mfcc_8_std,mfcc_8_median,mfcc_8_max,mfcc_8_min,mfcc_9_mean,mfcc_9_std,mfcc_9_median,mfcc_9_max,mfcc_9_min,mfcc_10_mean,mfcc_10_std,mfcc_10_median,mfcc_10_max,mfcc_10_min,mfcc_11_mean,mfcc_11_std,mfcc_11_median,mfcc_11_max,mfcc_11_min,mfcc_12_mean,mfcc_12_std,mfcc_12_median,mfcc_12_max,mfcc_12_min,mfcc_13_mean,mfcc_13_std,mfcc_13_median,mfcc_13_max,mfcc_13_min,mfcc_14_mean,mfcc_14_std,mfcc_14_median,mfcc_14_max,mfcc_14_min,mfcc_15_mean,mfcc_15_std,mfcc_15_median,mfcc_15_max,mfcc_15_min,mfcc_16_mean,mfcc_16_std,mfcc_16_median,mfcc_16_max,mfcc_16_min,mfcc_17_mean,mfcc_17_std,mfcc_17_median,mfcc_17_max,mfcc_17_min,mfcc_18_mean,mfcc_18_std,mfcc_18_median,mfcc_18_max,mfcc_18_min,mfcc_19_mean,mfcc_19_std,mfcc_19_median,mfcc_19_max,mfcc_19_min,mfcc_20_mean,mfcc_20_std,mfcc_20_median,mfcc_20_max,mfcc_20_min,mfcc_delta_1_mean,mfcc_delta_1_std,mfcc_delta_2_mean,mfcc_delta_2_std,mfcc_delta_3_mean,mfcc_delta_3_std,mfcc_delta_4_mean,mfcc_delta_4_std,mfcc_delta_5_mean,mfcc_delta_5_std,chroma_mean,chroma_std,chroma_median,chroma_1_mean,chroma_2_mean,chroma_3_mean,chroma_4_mean,chroma_5_mean,chroma_6_mean,chroma_7_mean,chroma_8_mean,chroma_9_mean,chroma_10_mean,chroma_11_mean,chroma_12_mean,spectral_contrast_mean,spectral_contrast_std,spectral_contrast_median,spectral_contrast_band_1_mean,spectral_contrast_band_2_mean,spectral_contrast_band_3_mean,spectral_contrast_band_4_mean,spectral_contrast_band_5_mean,spectral_contrast_band_6_mean,spectral_contrast_band_7_mean,tonnetz_mean,tonnetz_std,tonnetz_median,tempo,beat_count,energy,energy_entropy,harmonic_energy,percussive_energy,harmonic_percussive_ratio,low_freq_energy,mid_freq_energy,high_freq_energy,low_freq_ratio,mid_freq_ratio,high_freq_ratio,skewness,kurtosis,filename,label
10.0,0.10241776,0.16177976,0.5112487,-0.50176156,0.16644433,0.5112487,0.011892084179234338,0.005665787315569273,0.01171875,0.02880859375,0.0,530.1662726566726,188.42760859948686,612.8326879549785,791.969120623993,169.98234435252758,1489.3632291364559,761.718720749178,1905.6884765625,861.4531607358653,201.81911986867684,961.2956391128404,6.073785e-07,9.175749e-06,3.9158863e-08,-304.62714,18.665478,-311.22205,-202.50258,-342.95074,137.4812,23.928493,128.10301,238.99911,107.31543,-14.23845,17.495823,-21.40067,45.295853,-31.967434,26.79129,9.5570135,23.45097,54.50509,13.949633,42.089264,6.082332,40.4144,58.944164,26.554346,-1.3502454,5.3397255,-2.511222,14.434504,-14.727201,15.777952,4.4030743,15.028147,28.628155,6.507616,27.434631,4.3782964,27.479507,39.247025,4.7676334,7.0304666,3.7678049,6.9552193,17.042015,-5.0539947,10.323533,3.75852,10.187075,21.870567,-2.5737724,15.149235,3.9253898,14.973308,28.412842,0.96554315,10.828479,3.8735535,10.702122,22.860271,-5.9037747,10.250242,3.6484234,10.259492,21.963524,-3.3597355,5.929988,3.3688872,5.977344,16.530922,-6.675639,9.172993,3.7366643,9.351606,18.542023,-2.447201,11.029859,3.6112266,11.16663,21.143997,-4.698011,1.8624613,3.3169863,1.6680398,12.671793,-10.597892,6.160418,3.4074812,6.3046775,17.195847,-7.3371673,9.712005,3.1830776,9.60576,17.60202,-0.9303395,-0.10763022,2.9438453,-0.114353836,6.9522676,-9.638952,0.16489503,2.4223013,0.18391399,2.7323296,0.11073333,1.4980932,0.064141594,0.69290847,0.028529098,0.732095,0.6061257,0.26298493,0.60716844,0.8771381,0.8130306,0.75799304,0.6931212,0.585808,0.4778567,0.3996579,0.40541813,0.44054553,0.4787415,0.5786388,0.7655586,20.238396342829486,16.147168882068687,13.91160837500927,20.98988457430263,10.515242935523439,12.47841188961631,12.717859236948051,15.887044525370214,58.2575012406731,10.822829997372642,0.01956457658901881,0.06815403840805481,0.014017015695571483,172.265625,27,6108.6694,12791.653,4327.1987,390.27493,11.087565114014573,9694639.0,12843.076,4574.178,0.9982066619055738,0.0013223848968616943,0.00047097939124900537,-0.26567158102989197,3.9288077354431152,172497_20201124_0400.wav,Leak
10.0,0.047027424,0.041353785,0.43122214,-0.30097014,0.057592485,0.43122214,0.003814484846287703,0.004007865119898202,0.0029296875,0.021484375,0.0,484.44037958494255,106.89824009056315,511.67375125517873,1283.288365294954,186.11222200691927,1386.8182188950116,510.930371697599,1561.1572265625,884.325860049251,119.16141750476427,909.7118745142453,7.704562e-06,0.00013716519,3.382693e-08,-379.56467,4.70346,-379.6737,-319.1,-391.15286,141.03696,4.040977,140.98517,151.82138,112.52878,-29.340061,4.205942,-29.649643,2.9927354,-40.96374,25.274523,3.74488,25.113182,39.04075,15.861719,42.840324,3.84369,42.56845,55.59916,18.283512,-5.6899347,3.8399544,-5.905145,15.593825,-15.905644,17.110373,3.5524552,16.897697,27.010025,5.827895,28.186113,3.6527162,27.984127,37.1014,13.497502,5.5827065,3.3025289,5.220952,15.46648,-1.6170805,12.8261,3.1648576,12.653715,25.566711,4.96275,16.506355,3.3137012,16.145466,25.860765,5.911723,11.513498,3.2343795,11.695787,21.717573,2.7557263,13.005497,3.4289348,13.18609,24.748709,2.969842,6.4915786,3.5189505,6.519925,19.519468,-2.5773149,10.14437,3.3917668,9.967016,21.817265,0.5007167,13.7648,3.1004517,13.834175,22.875477,5.4482203,2.3030248,2.8995898,2.2708573,10.997421,-5.9459505,7.0288167,3.1057022,6.929722,16.438011,-2.6968029,11.425925,3.2740273,11.272859,21.528423,2.1423302,-0.16306399,3.2342265,-0.18318355,10.55123,-11.932744,-0.055087037,0.75885266,0.048439562,0.6412273,-0.02800448,0.6198933,-0.023840025,0.5796049,0.020801175,0.5750861,0.64288014,0.25460967,0.6643993,0.8516711,0.8257903,0.81208104,0.76283896,0.65480477,0.5393374,0.47171983,0.4736713,0.48464555,0.50929344,0.587267,0.7414409,22.85043291616465,18.44749896567897,16.48699231038768,24.235542805237923,10.21798308835967,12.062898805269636,12.493375701901474,16.09441727033804,66.08342723900431,18.765385503041525,0.0018425981924235428,0.06955242934260508,0.0027807286191540038,0.0,0,731.3752,3567.2617,542.5934,39.14653,13.86057414768666,1482124.0,1686.1659,1494.1714,0.9978588561905751,0.0011352326592714507,0.0010059699127089618,0.07868210971355438,11.715418815612793,172497_20201124_0415.wav,Leak
10.0,0.036789697,0.015445043,0.1044192,-0.02764877,0.039816834,0.1044192,0.0034802784222737818,0.0017669497588283514,0.00390625,0.0078125,0.0,470.19162960569224,60.71099348410389,467.0567463493411,1552.7564249603834,413.58670467886964,1041.6624560433584,114.11864402169661,1033.59375,482.52916916771164,113.74219289446957,473.7614164392896,1.785243e-05,0.00032187192,2.6279516e-09,-478.7722,13.739577,-479.77118,-273.33447,-488.49295,303.31348,11.778375,304.29828,313.91968,123.27249,30.72292,3.7909186,30.901447,39.195347,-3.6203823,-78.95008,6.3865256,-79.34998,1.4199166,-87.27985,-11.509717,3.0898116,-11.748333,6.844473,-21.311687,41.826515,3.6957064,41.873222,50.641727,9.252399,4.462065,2.7866442,4.4702926,14.983587,-2.893049,-28.096304,3.5357912,-28.271381,4.6737986,-36.16219,-1.972082,2.7709603,-1.8778394,5.633686,-9.086531,20.024189,3.1237266,20.031973,27.579922,-1.6458071,1.216025,2.7606256,1.245578,9.396625,-5.7532578,-9.393361,2.9972148,-9.533293,10.434313,-17.12184,13.036396,2.8076122,12.921482,21.236586,5.763993,23.57608,2.9263587,23.58443,33.516205,3.9133518,1.2082268,2.5831103,1.2205781,9.7305975,-6.1681685,-12.762519,2.8219395,-12.910545,-0.6276358,-21.389797,2.4667082,2.635069,2.322774,11.034884,-6.058796,11.816685,2.734628,11.8516035,19.66561,-1.6487297,-3.3250234,2.6615613,-3.3219671,2.6596975,-15.312253,-12.547697,2.6990986,-12.67544,-2.2837772,-21.116108,-0.21738517,2.477862,0.21235497,2.2904603,0.011648471,0.6170198,-0.07106556,1.2137822,-0.007755089,0.52686805,0.47420794,0.27607983,0.40730774,0.7557994,0.8390469,0.7447675,0.5319743,0.3868302,0.26319623,0.19359675,0.22971112,0.3431861,0.3664756,0.43962127,0.59628975,23.196393991787733,17.259330239786994,16.75791065310304,23.958726408237954,11.4546878054556,14.97107362498826,15.580351738102882,63.82449643749998,15.720900021966148,16.864521906263292,-0.0019914491538158105,0.03159967004564229,-0.002409835782835929,0.0,0,349.57635,2159.2083,317.4966,8.794668,36.10103365021902,792557.1,47458.395,4.853763,0.9434975014742945,0.056496718345968686,5.778149254397677e-06,-0.02217860147356987,-0.038447290658950806,172498_20201020_0330.wav,Leak
10.0,0.03681482,0.015681803,0.10211476,-0.041160673,0.039899994,0.10211476,0.0038156177494199535,0.0022014660417464874,0.00341796875,0.0107421875,0.0,468.3313517757835,16.762966054864087,467.96233394131343,525.2329228006829,411.5471995783141,1026.2244983504931,45.29771107326738,1033.59375,474.78066184427365,23.168930827442257,473.45642811146297,1.519028e-07,2.476467e-06,2.638338e-09,-478.71738,4.932788,-479.03622,-393.5561,-487.2134,304.95157,4.1248903,304.96918,315.15308,249.7635,30.835012,3.3830192,30.931856,38.96087,-2.904172,-79.40238,4.2592015,-79.64441,-19.659698,-88.62982,-12.0197735,3.0615878,-11.998762,5.0696573,-19.446857,40.349995,2.9900558,40.445045,47.10485,17.627651,2.4240198,2.8848898,2.448922,10.994844,-7.506652,-28.612795,2.9425967,-28.620586,-5.8259134,-37.426075,-0.11303505,2.6203997,-0.13987598,7.8577585,-7.85285,22.605143,3.0906212,22.601608,30.067883,4.921076,2.7794623,2.9751468,2.7929916,11.790125,-4.22779,-9.026263,2.9177847,-9.188236,7.9508657,-17.239304,12.326233,2.7893548,12.198022,22.24311,4.4594946,21.466877,2.8458595,21.499876,30.650799,7.669809,-1.5902522,2.6471248,-1.4067144,5.8836756,-11.177257,-14.108711,2.649297,-14.1769285,-1.9580402,-22.146542,3.850462,2.605135,3.8784451,11.204018,-3.8526435,14.804991,2.6128979,14.952439,21.574448,5.156101,-0.7588048,2.540141,-0.6194516,6.0825615,-7.838645,-11.440166,2.4073527,-11.543545,-2.6796699,-18.57218,0.073760904,0.77886146,-0.020288004,0.59045166,-0.017849874,0.5585044,0.024969922,0.75181973,0.0061065494,0.5216107,0.48814756,0.26300055,0.42139304,0.74290675,0.832774,0.7640633,0.54408246,0.38354135,0.28955075,0.27580157,0.3676504,0.3603038,0.3340102,0.40926972,0.5538163,22.854106487448757,17.38058953892571,16.57112814856393,23.910702741407214,10.92490721039057,13.807294541036441,15.747896873461293,63.77098171922591,15.426928899423354,16.390033427196492,0.0046501977161850895,0.03162090837562484,0.004475683905184,0.0,0,351.0381,2165.2727,317.4647,9.463963,33.54458445033947,792774.94,49384.145,0.08071591,0.9413600280113332,0.05863992096653942,9.58440123774208e-08,-0.0454898476600647,0.039420221000909805,172498_20201020_0345.wav,Leak
10.0,0.036802392,0.015328431,0.09843298,-0.03703124,0.039778966,0.09843298,0.003468949390951276,0.002109218593794063,0.0029296875,0.01171875,0.0,464.4216264146605,33.376662914883305,462.1397713443375,1010.3610117836396,404.97237650162987,1034.0683797672564,49.19454184490225,1033.59375,479.8662199619126,78.86356036342467,473.7035296536177,4.7761896e-06,8.6089945e-05,2.6178097e-09,-481.0995,10.628005,-482.04025,-327.14954,-489.26447,303.70465,9.373653,304.20166,312.23773,158.37773,30.864246,3.6194704,31.185371,38.372482,-10.201387,-78.4664,5.695787,-78.74682,-4.3330593,-87.228714,-10.666159,2.9966683,-10.862696,2.0691383,-18.817822,42.124584,3.7023776,42.27778,49.570843,8.045862,3.6560147,2.8250568,3.7736323,10.775703,-6.2653575,-29.314526,3.5612845,-29.330654,7.0143504,-37.1733,-2.521833,2.654597,-2.508257,5.000864,-9.951334,20.38061,3.0230515,20.515406,29.31118,1.10234,2.0181224,2.7467523,2.011868,10.516476,-6.9300966,-8.447484,3.0702798,-8.610607,8.821069,-17.63669,14.025991,2.9314837,14.113341,22.243359,5.6359434,24.226479,3.0014687,24.332184,31.97881,7.758065,1.0535603,2.688781,1.0725389,9.873472,-6.0838647,-13.61199,2.7797415,-13.686066,-1.3116941,-21.852478,1.5773785,2.7199607,1.5212781,11.102019,-7.400196,11.38968,2.761624,11.390735,19.830124,1.2993212,-3.2618775,2.722933,-3.4046428,6.017182,-9.991011,-12.119269,2.8264534,-12.131746,2.3262343,-20.796461,-0.15720406,1.9738954,0.16128016,1.7334596,0.0018789044,0.61667985,-0.059163425,1.0298959,0.006781145,0.5122543,0.46674237,0.27729756,0.3999414,0.73861796,0.8380399,0.7392999,0.5764717,0.41962424,0.29804692,0.21100305,0.1867937,0.2601788,0.3466608,0.42701492,0.5591563,22.975784570443967,17.34954972944132,16.165492122304485,23.998391941984913,11.121295541450294,15.203076809055524,15.269958520482962,63.82223110381286,15.408803335317515,16.006734741003697,-0.0058973891799206915,0.03045322972067338,-0.0036219714530531318,0.0,0,348.91177,2157.1653,317.04788,8.718006,36.36701754989083,792373.56,46988.023,0.8797462,0.9440183728736371,0.05598061259144682,1.048112423608633e-06,-0.030708137899637222,0.03536013513803482,172498_20201020_0400.wav,Leak
10.0,0.036789242,0.015108596,0.101476714,-0.024431683,0.03968646,0.101476714,0.0032333055394431556,0.0017387638424506617,0.0029296875,0.0078125,0.0,460.333673510324,27.567211941425164,459.4008524171245,878.1110085513333,414.27219436442886,1023.8263690001451,42.89835828406965,1022.8271484375,478.14149837740655,67.93137230014281,473.4928809493213,2.9831529e-06,5.3417465e-05,2.6120046e-09,-479.95532,9.929686,-480.6905,-333.74875,-488.8101,301.62213,8.510965,302.17365,310.76392,171.08304,31.08056,3.5904524,31.182877,39.951538,-9.773759,-77.729225,5.560386,-78.02257,-5.075965,-85.918045,-11.055658,2.819205,-11.160912,-0.57791823,-18.625797,41.29383,3.6416285,41.317528,49.595535,6.4279947,3.8858361,2.702003,3.7824955,13.698464,-4.8837805,-28.060472,3.3098009,-28.211325,0.8429451,-35.375126,-1.4705145,2.668191,-1.3554955,6.865323,-8.970877,20.678398,2.9959943,20.723356,28.045088,0.27550513,1.920102,2.6135917,2.0156898,9.969511,-6.058494,-8.85038,3.0104597,-8.968334,13.569183,-17.449615,13.052567,2.698779,12.971138,20.22118,5.7456636,23.091139,2.6816387,22.943142,30.51697,10.122146,0.77291167,2.5477881,0.7556138,8.711655,-6.245973,-12.768339,2.7415948,-12.679266,1.5225921,-19.84152,2.670692,2.8882406,2.881411,11.638559,-6.8981743,11.931296,2.873897,11.745162,19.491604,4.322051,-3.2151,2.6901844,-3.134159,5.177189,-11.333796,-12.386757,2.730539,-12.463041,-3.5979881,-20.919857,-0.16004689,1.9043494,0.13526689,1.4942491,-0.009322204,0.5802749,-0.06144374,1.0434277,0.0038722358,0.51536465,0.46797714,0.272063,0.3947647,0.74615127,0.8037272,0.7730239,0.56494,0.40023774,0.25649762,0.19607197,0.24214275,0.3343571,0.34935942,0.39921078,0.5500059,23.05226966016566,17.344234502647165,16.652107778258227,24.019882273529966,10.811696314801162,15.156968258413741,15.501247996064308,63.85855241089833,15.604298515715247,16.41324185173686,0.004236745824673528,0.0306781980623821,0.0044532135598103866,0.0,0,347.29086,2150.8616,316.92834,8.17768,38.75528806697022,791171.5,45427.66,0.6193728,0.945698873199305,0.054300347044663,7.403453548961919e-07,-0.04203066602349281,0.03256797045469284,172498_20201020_0415.wav,Leak
10.0,0.036746915,0.013547498,0.11663174,-0.028861783,0.03914161,0.11663174,0.0011419663573085847,0.0011359160469232722,0.0009765625,0.005859375,0.0,428.9230760708768,24.06265967537942,427.75159308849214,762.8439287164313,375.5468300632877,975.6389573665894,50.15737634384845,968.994140625,473.3539114725604,64.00723211797755,468.1369512330969,2.0657728e-06,3.5309436e-05,2.5568103e-09,-483.33173,9.616678,-483.96747,-350.62656,-492.37756,296.0805,7.8659596,296.5994,306.1377,178.00119,33.429245,3.4818401,33.678017,40.754654,-2.1419702,-72.474174,5.65351,-72.752,-1.9481446,-80.95091,-8.495279,3.17408,-8.4646635,6.828084,-20.62939,41.169895,3.7667375,41.35092,49.066315,14.298672,3.6904504,2.964404,3.6955848,11.6259,-5.061119,-27.977577,3.6224031,-28.035023,6.0798283,-37.290695,-2.0300574,2.807303,-2.083211,8.065296,-12.117704,20.031548,2.9963918,20.039127,27.872637,2.549898,1.9083503,2.5258012,2.0494142,8.030704,-5.311449,-9.413652,2.8094144,-9.638009,3.8120446,-16.059168,10.7678995,2.8278255,10.818746,21.748596,2.1560028,20.541351,3.0046291,20.490433,29.382277,3.1310763,0.404568,2.6686082,0.26699188,8.002551,-6.920845,-10.774151,2.855351,-10.839985,2.8805785,-17.92698,5.191762,2.7286806,5.1835256,12.908728,-2.277615,13.730294,2.7424307,13.848345,20.188412,0.51425177,-2.0901442,2.5753636,-2.0377688,6.246111,-10.155014,-11.673733,2.5445042,-11.734684,-3.3204741,-20.421589,-0.11178729,1.7096733,0.105045095,1.4802339,-0.007963251,0.59410506,-0.06021889,0.99596643,-0.008456099,0.5440682,0.52165794,0.25344655,0.46868837,0.8147622,0.78429055,0.69472504,0.56488794,0.44503972,0.3463864,0.324464,0.35974428,0.37243658,0.4033546,0.4924723,0.65733176,22.99810587258986,17.593884594028037,16.728682472945,23.569960633520097,10.61481453120841,14.512900172804564,15.132090402852587,64.45220369757946,15.84414963789224,16.860622032271667,0.008837790471367441,0.030009443871954592,0.006759943375097639,0.0,0,337.8205,2114.3665,311.5607,7.5231495,41.41359943174379,791560.3,30689.537,0.45936438,0.9626755994695957,0.03732383757455245,5.586673272474621e-07,0.010299166664481163,0.016734529286623,172498_20201021_0330.wav,Leak
10.0,0.036729604,0.01339045,0.09126481,-0.027028086,0.039072637,0.09126481,0.0011940799013921114,0.0011556922488068328,0.0009765625,0.005859375,0.0,433.24255327757095,47.74262888989893,431.4893461638373,1278.8632720795456,386.0814409361121,1010.0870862637761,80.73080701051032,1001.2939453125,481.77508942756043,100.1599337463567,474.11856318910014,1.0177113e-05,0.00018616939,2.5682776e-09,-480.20215,12.069092,-481.07938,-301.7184,-488.5961,292.44278,10.155807,293.2152,301.6949,138.68216,32.512424,3.5481455,32.667767,40.58706,-9.072224,-71.62878,5.794499,-72.13567,2.0553112,-79.27556,-7.3320184,2.8457696,-7.453153,5.3210297,-14.2820835,42.273537,3.6580353,42.48251,51.074104,9.3959255,4.7215166,2.9400513,4.7567167,12.848387,-4.5540967,-27.763494,3.5739458,-27.92564,4.445074,-39.295227,-3.4093602,2.7071316,-3.221509,3.8563848,-14.648659,17.747202,2.9985223,18.009163,24.914986,-0.10667129,0.61795676,2.691012,0.673375,10.151748,-7.613887,-8.671541,2.9397163,-9.076178,13.236372,-15.790714,12.485083,2.5410588,12.488949,20.140896,3.902857,21.31395,2.6982524,21.478071,29.336258,4.9524374,-0.45674747,2.6057467,-0.4097973,7.4002137,-8.893808,-12.335383,2.7634532,-12.499292,2.658564,-19.096031,4.0573993,2.5919447,4.124442,11.84665,-3.8426723,13.241965,2.6440976,13.406231,19.389076,-1.8818609,-2.1309474,2.5873258,-2.2043834,4.960396,-9.191522,-11.034594,2.766868,-10.977809,-0.8065839,-18.319328,-0.18130407,2.2945983,0.17129736,1.8299015,0.00908021,0.5443824,-0.059060458,1.0892675,-0.0073287063,0.5014178,0.51217675,0.25912422,0.46273652,0.8360724,0.7699223,0.66279674,0.58825105,0.4616906,0.360587,0.30695996,0.30385384,0.28017488,0.347682,0.5385929,0.6895372,22.99127692528866,17.47280693190757,16.69392795210672,23.696321475640712,10.92507848401084,14.078250554608427,15.233452365425142,64.12826550512031,15.988493419610833,16.889076672604357,0.008949730817195842,0.03327665619864344,0.006942954750795758,0.0,0,336.63092,2109.3872,311.53287,7.0653825,44.09285247920998,791286.0,28978.041,2.135995,0.9646697767851121,0.035327606400483255,2.604026526686311e-06,0.018268121406435966,0.02529698610305786,172498_20201021_0345.wav,Leak
10.0,0.03675779,0.013673821,0.09744407,-0.029079743,0.039186586,0.09744407,0.0014750398781902551,0.0011524192259909675,0.0009765625,0.005859375,0.0,431.32365071487334,31.009617280905974,429.4763979317846,929.5122048329761,381.4529323590285,979.8356837296984,54.04238479392963,968.994140625,476.20106400655135,77.172062490817,470.59616285513283,3.2762334e-06,5.860189e-05,2.5727154e-09,-483.45,9.800369,-483.95062,-340.8432,-492.11554,297.80975,8.831486,298.2559,305.5369,159.57312,33.23857,3.4895582,33.54453,41.69567,0.019922554,-73.080055,5.5699005,-73.54799,-1.3957334,-81.413475,-8.222258,2.8148272,-8.3149395,6.0803757,-19.204819,41.683105,3.543547,41.845924,49.895485,6.3719125,3.5985277,2.6306274,3.6111557,11.465351,-3.9636884,-28.003086,3.1567173,-27.946938,0.9548512,-36.58057,-1.0723512,2.6761816,-1.1679416,6.2664275,-8.734623,21.348225,2.911264,21.397053,30.125294,8.741782,2.3003888,2.8141193,2.2242079,12.095744,-5.976584,-10.036084,3.0194614,-10.125187,8.872858,-19.478207,9.946335,2.568666,9.919687,17.278103,2.2305658,19.768642,2.695935,19.888973,27.04039,7.5984297,-0.5557414,2.5509417,-0.54072386,6.3868656,-8.455973,-11.539817,2.689747,-11.660353,-0.9116483,-18.291704,5.386388,2.786477,5.2447996,14.040955,-1.3364003,14.795191,2.8635566,14.721413,23.261736,3.5750651,-1.1363832,2.64167,-1.2245274,6.8286676,-8.668827,-11.513042,2.7354815,-11.571068,2.940312,-18.457327,-0.1507601,1.8839135,0.15791208,1.6263466,0.0035532136,0.66390324,-0.05233754,0.93120146,0.018842066,0.45485455,0.52888155,0.246144,0.48170653,0.82165325,0.78915304,0.6710416,0.5473801,0.4390952,0.36801615,0.3477791,0.40333104,0.39324954,0.41546676,0.4995743,0.65083903,22.878117475590038,17.524919942663796,16.658600404510466,23.27212306682876,10.61039530905395,13.890924344250978,15.243328055981532,64.22551359213747,15.974801253230236,16.929736707647308,0.007748848867201732,0.03300790009853349,0.0073553628420813,0.0,0,338.5973,2117.7812,312.16257,7.549561,41.34843948596167,793066.1,30449.127,0.595976,0.9630246957898655,0.03697454764077863,7.236970326331373e-07,-0.018735622987151146,0.05085921287536621,172498_20201021_0400.wav,Leak
10.0,0.036755107,0.013949576,0.097515784,-0.018695619,0.03927352,0.097515784,0.001720879857888631,0.001398085089402202,0.0009765625,0.0078125,0.0,432.69073067759484,33.54372481987536,429.55234618140923,971.0913495145702,391.21214337162786,980.1354498984919,54.54641540838052,979.7607421875,474.7440840782091,78.21398259619681,469.3025783491208,4.0986656e-06,7.305874e-05,2.5664884e-09,-482.74927,10.468444,-483.57117,-335.07727,-491.6873,297.33878,8.939434,297.89642,305.971,159.09702,33.321503,3.876799,33.660828,42.33145,-10.474028,-72.81816,5.5070343,-72.93857,-1.5002927,-82.12114,-8.052375,2.9011087,-8.127903,1.8615544,-17.616926,41.87787,3.9722986,42.088768,50.50535,3.535633,3.6000438,3.1011682,3.5681145,12.204285,-5.205699,-28.782688,3.4123445,-28.87497,-0.98728526,-37.200417,-2.6231446,2.6078553,-2.6712146,4.303213,-11.392757,19.915667,3.1069176,20.090832,27.250301,-3.2465606,1.7465564,2.649392,1.7563776,10.718971,-4.772684,-9.754384,3.0209613,-9.986969,13.243215,-17.935865,10.734809,2.5840805,10.821717,18.297115,2.309886,20.915716,2.8417778,21.145697,31.212988,8.255138,0.64023584,2.821921,0.7603582,8.24067,-8.994261,-10.907546,2.8695023,-11.193275,-0.25539583,-18.29058,5.1071954,2.7104685,5.1570582,12.351225,-3.0066695,13.827844,2.8508952,13.929109,22.103664,4.3548684,-2.3473456,2.6959064,-2.2599938,5.26793,-10.783997,-12.489899,2.6282783,-12.681496,-0.32088926,-19.169422,-0.14551382,1.9001075,0.1408164,1.7111461,-0.0010614063,0.7537821,-0.04888781,0.9606397,0.012652655,0.4784056,0.5000418,0.25869045,0.44522533,0.79608065,0.7901413,0.6833627,0.55809677,0.40964916,0.31093946,0.28503427,0.32500735,0.34381586,0.38148823,0.4770935,0.639792,22.809227219477503,17.44319887493232,16.52970287008617,23.411463417209145,10.629353837198458,14.559430133318173,15.144773071430189,63.91606146525987,15.664110095388143,16.339398516538523,0.009165283519678755,0.03321955800177548,0.008367753833740228,0.0,0,340.1013,2123.1897,312.72168,7.7536106,40.33239420630003,793108.4,32608.37,0.7412333,0.960508133835119,0.03949095076781708,8.976838800701095e-07,-0.015683531761169434,0.03437809646129608,172498_20201021_0415.wav,Leak
